Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Normalized_Input,Category
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,COVID-19,Missing,Missing,CXCL8,increases,systemic inflammation,CBM,cxcl8 systemic inflammation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,COVID-19,Missing,Missing,IFNG,increases,systemic inflammation,CBM,ifng systemic inflammation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,COVID-19,Missing,Missing,CXCL10,increases,systemic inflammation,CBM,cxcl10 systemic inflammation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,COVID-19,Missing,Missing,CXCL9,increases,systemic inflammation,CBM,cxcl9 systemic inflammation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,increases,Immunological Memory Cells,CBM,systemic inflammation immunological memory cells,Psychological and Neurological Symptoms
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,increases,CD8-Positive T-Lymphocytes,CBM,systemic inflammation cd8 positive t lymphocytes,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,increases,non-classical monocyte,CBM,systemic inflammation non classical monocyte,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,increases,intermediate monocyte,CBM,systemic inflammation intermediate monocyte,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,increases,fibroblast activation,CBM,systemic inflammation fibroblast activation,Systemic Cross-Organ Effects
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,increases,endothelial cell activation,CBM,systemic inflammation endothelial cell activation,Vascular Effects
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,increases,myeloid cell activation,CBM,systemic inflammation myeloid cell activation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,increases,lymphocyte activation,CBM,systemic inflammation lymphocyte activation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,systemic inflammation,decreases,regulation of T-helper 2 cell cytokine production,CBM,systemic inflammation regulation of t helper 2 cell cytokine production,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,regulation of T-helper 2 cell cytokine production,increases,CCL11,CBM,regulation of t helper 2 cell cytokine production ccl11,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,fibroblast activation,increases,microglial cell activation,CBM,fibroblast activation microglial cell activation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,endothelial cell activation,increases,microglial cell activation,CBM,endothelial cell activation microglial cell activation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,myeloid cell activation,increases,microglial cell activation,CBM,myeloid cell activation microglial cell activation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,lymphocyte activation,increases,microglial cell activation,CBM,lymphocyte activation microglial cell activation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Missing,Missing,CCL11,positiveCorrelation,microglial cell activation,CBM,ccl11 microglial cell activation,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Brain,Missing,microglial cell activation,decreases,oligodendrocyte,CBM,microglial cell activation oligodendrocyte,Immune and Inflammatory Response
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Brain,Missing,loss of oligodendrocyte,increases,subcortical white matter demyelination,CBM,loss of oligodendrocyte subcortical white matter demyelination,Neurodegenerative Mechanisms
image_52,https://www.mdpi.com/cells/cells-12-00816/article_deploy/html/images/cells-12-00816-g002.png,39133434,Missing,Hippocampus,Missing,microglial cell activation,decreases,neurogenesis,CBM,microglial cell activation neurogenesis,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,COVID-19,increases,pulmonary infection,CBM,covid 19 pulmonary infection,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,pulmonary infection,increases,Hypoxia,CBM,pulmonary infection hypoxia,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,pulmonary infection,increases,cytokine production involved in inflammatory response,CBM,pulmonary infection cytokine production involved in inflammatory response,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,COVID-19,increases,Hypoxia,CBM,covid 19 hypoxia,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,COVID-19,increases,cytokine production involved in inflammatory response,CBM,covid 19 cytokine production involved in inflammatory response,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,COVID-19,increases,Cytokine storm,CBM,covid 19 cytokine storm,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,cytokine production involved in inflammatory response,increases,Cytokine storm,CBM,cytokine production involved in inflammatory response cytokine storm,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,COVID-19,increases,peripheral immune response,CBM,covid 19 peripheral immune response,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,peripheral immune response,increases,Cytokine storm,CBM,peripheral immune response cytokine storm,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,peripheral immune response,increases,IL1,CBM,peripheral immune response il1,Viral Entry and Neuroinvasion
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,peripheral immune response,increases,IL6,CBM,peripheral immune response il6,Viral Entry and Neuroinvasion
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,peripheral immune response,increases,TNF,CBM,peripheral immune response tnf,Viral Entry and Neuroinvasion
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,peripheral immune response,increases,IFNG,CBM,peripheral immune response ifng,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,COVID-19,increases,endothelial cell injury,CBM,covid 19 endothelial cell injury,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,COVID-19,Lung,Missing,endothelial cell injury,increases,glial cell activation,CBM,endothelial cell injury glial cell activation,Vascular Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,glial cell activation,increases,Hypoxia,CBM,glial cell activation hypoxia,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,Hypoxia,increases,glial cell activation,CBM,hypoxia glial cell activation,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,Hypoxia,increases,ischemia,CBM,hypoxia ischemia,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,glial cell activation,increases,Brain Injuries,CBM,glial cell activation brain injuries,Vascular Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,ischemia,increases,Brain Injuries,CBM,ischemia brain injuries,Vascular Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,Hypoxia,increases,Cytokine storm,CBM,hypoxia cytokine storm,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,Cytokine storm,increases,immune response,CBM,cytokine storm immune response,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,immune response,increases,Brain Injuries,CBM,immune response brain injuries,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,immune response,positiveCorrelation,microhemorrhage,CBM,immune response microhemorrhage,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,Central Nervous System Viral Diseases,increases,microhemorrhage,CBM,central nervous system viral diseases microhemorrhage,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,Central Nervous System Viral Diseases,increases,Hypoxia,CBM,central nervous system viral diseases hypoxia,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,COVID-19,increases,microhemorrhage,CBM,covid 19 microhemorrhage,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,COVID-19,increases,glial cell activation,CBM,covid 19 glial cell activation,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,COVID-19,increases,ischemia,CBM,covid 19 ischemia,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,COVID-19,increases,Hypoxia,CBM,covid 19 hypoxia,Systemic Cross-Organ Effects
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,Angiotensinogen,increases,angiotensin I,CBM,angiotensinogen angiotensin i,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin I,increases,angiotensin II,CBM,angiotensin i angiotensin ii,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin II binding to ATR1,increases,cytokine production involved in inflammatory response,CBM,angiotensin ii binding to atr1 cytokine production involved in inflammatory response,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin II binding to ATR1,increases,microglial cell activation,CBM,angiotensin ii binding to atr1 microglial cell activation,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin II binding to ATR1,increases,Oxidative Stress,CBM,angiotensin ii binding to atr1 oxidative stress,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin II binding to ATR1,increases,programmed cell death,CBM,angiotensin ii binding to atr1 programmed cell death,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,positive regulation of cytokine production involved in inflammatory response,increases,Cognitive Dysfunction,CBM,positive regulation of cytokine production involved in inflammatory response cognitive dysfunction,Immune and Inflammatory Response
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,positive regulation of microglial cell activation,increases,Cognitive Dysfunction,CBM,positive regulation of microglial cell activation cognitive dysfunction,Immune and Inflammatory Response
