Image_number;URL;PMID;Pathophysiological Process;Anatomy;Cell;Subject;Object;Source;Predicate
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;Direct effects of COVID-19;Brain;Missing;COVID-19;Cognitive impairment;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;Direct effects of COVID-19;Brain;Missing;COVID-19;Anosmia;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;Direct effects of COVID-19;Brain;Missing;COVID-19;Ageusia;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;Suicidal ideation;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;Lonliness;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;Sleep Deprivation;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;Memory Disorders;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;Attention;CBM;DECREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;anxiety disorder;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;Confusion;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;depression;CBM;INCREASE
image_65;https://lh4.googleusercontent.com/proxy/Xnzivs7F64LAqzFw7a-f4Y3GwYAxhmbOTDBoVAev6XQsd6YYEGJYjMf2ZYOmBvPAIVJUdlVMgmTrQyvZVMZmL0kc-zlpK5wPFOwckH-q7WoJvPFq6qIlVOe5Ko48mTh6Ay5Jw_KbK_v9IzzX7D9yILLxcR425_yN;Not_found;In-direct effects of COVID-19;Brain;Missing;COVID-19;Headache;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;Missing;Missing;Missing;COVID-19;Neuronal infection;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;Missing;Missing;Missing;COVID-19;Olfactory pathway tropism;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;Missing;Missing;Missing;COVID-19;maintenance of blood-brain barrier;CBM;DECREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;Missing;Missing;Missing;COVID-19;Systemic inflammation;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;Missing;Missing;Missing;COVID-19;lymphocyte homeostasis;CBM;DECREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;Missing;Missing;Missing;COVID-19;intestinal colonization;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Neuronal infection;Neuroinflammation;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Olfactory pathway tropism;Neuroinflammation;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;maintenance of blood-brain barrier;Neuroinflammation;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Systemic inflammation;Neuroinflammation;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;lymphocyte homeostasis;Neuroinflammation;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;intestinal colonization;Neuroinflammation;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Neuronal infection;Nerve Degeneration;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Olfactory pathway tropism;Nerve Degeneration;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;maintenance of blood-brain barrier;Nerve Degeneration;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Systemic inflammation;Nerve Degeneration;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;lymphocyte homeostasis;Nerve Degeneration;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;intestinal colonization;Nerve Degeneration;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Neuronal infection;demyelination;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Olfactory pathway tropism;demyelination;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;maintenance of blood-brain barrier;demyelination;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Systemic inflammation;demyelination;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;lymphocyte homeostasis;demyelination;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;intestinal colonization;demyelination;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Neuroinflammation;Parkinson's disease;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;Nerve Degeneration;multiple sclerosis;CBM;INCREASE
image_66;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png;32852580;COVID-19;Missing;Missing;demyelination;narcolepsy;CBM;INCREASE
image_67;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00705-021-04959-6/MediaObjects/705_2021_4959_Fig1_HTML.jpg;33502593;Missing;"olfactory tract; Gastrointestinal Tract";Missing;viral infectious disease;cytokine production involved in inflammatory response;CBM;INCREASE
image_67;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00705-021-04959-6/MediaObjects/705_2021_4959_Fig1_HTML.jpg;33502593;Missing;"olfactory tract; Gastrointestinal Tract";Missing;cytokine production involved in inflammatory response;negative regulation of blood-brain barrier permeability;CBM;INCREASE
image_67;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00705-021-04959-6/MediaObjects/705_2021_4959_Fig1_HTML.jpg;33502593;Missing;"olfactory tract; Gastrointestinal Tract";Missing;cytokine production involved in inflammatory response;microglial cell activation;CBM;INCREASE
image_67;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00705-021-04959-6/MediaObjects/705_2021_4959_Fig1_HTML.jpg;33502593;Missing;"olfactory tract; Gastrointestinal Tract";Missing;mature microglial cell;neuron surrounded by mature microglial cell;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;SARS-CoV-2 S binding to ACE2;Cytokines;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;SARS-CoV-2 S binding to ACE3;reactive oxygen species;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;SARS-CoV-2 S binding to ACE4;CD8-Positive T-Lymphocytes;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Severe acute respiratory syndrome coronavirus 2 binds to Toll like receptors;Cytokines;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Severe acute respiratory syndrome coronavirus 2 binds to Toll like receptors;reactive oxygen species;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Severe acute respiratory syndrome coronavirus 2 binds to Toll like receptors;CD8-Positive T-Lymphocytes;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Cytokines;microglial cell activation;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;mature microglial cell;Sickness;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;mature microglial cell;Nerve Degeneration;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Sickness;Nerve Degeneration;CBM;POSITIVECORRELATION
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Stress;Alarmins;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Stress;Pathogen-Associated Molecular Pattern Molecules;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;toxin;Alarmins;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;toxin;Pathogen-Associated Molecular Pattern Molecules;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Alarmins;microglial cell activation;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;Pathogen-Associated Molecular Pattern Molecules;microglial cell activation;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;inflammaging;Sickness;CBM;INCREASE
image_68;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png;34645457;COVID-19;"Lung; Gastrointestinal Tract";Missing;inflammaging;Nerve Degeneration;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Physiological_Functions_in_Healthy_Adult;Missing;Missing;astrocyte;vascular permeability;CBM;REGULATE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Physiological_Functions_in_Healthy_Adult;Missing;Missing;microglial cell;myelination;CBM;REGULATE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Physiological_Functions_in_Healthy_Adult;Missing;Missing;astrocyte;regulation of neuronal action potential;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Physiological_Functions_in_Healthy_Adult;Missing;Missing;microglial cell;regulation  of synaptic plasticity;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;Aging;dystrophic and senescent astrocyte;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;Aging;dystrophic and senescent microglia;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;dystrophic and senescent astrocyte;Increased blood vessel permeability;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;Increased blood vessel permeability;COVID-19_Infection;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;dystrophic and senescent microglia;Increased blood vessel permeability;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;dystrophic and senescent astrocyte;demyelination;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;dystrophic and senescent microglia;demyelination;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;dystrophic and senescent astrocyte;neurodegeneration;CBM;INCREASE
image_69;https://www.frontiersin.org/files/Articles/592214/fncel-14-592214-HTML/image_m/fncel-14-592214-g002.jpg;33304243;Altered_functions_in_Aged_Brains;Brain;Missing;dystrophic and senescent microglia;neurodegeneration;CBM;INCREASE
